blockNumber,amount0In,amount1In,amount0Out,amount1Out
18253876,25414185.0,0.0,0.0,1.5100958814417828e16
18253878,87816785.0,0.0,0.0,5.218000748774415e16
18253890,0.0,3.5866344107474224e16,60000000.0,0.0
18253891,15000000.0,0.0,0.0,8912881443559907.0
18253900,0.0,8000000000000000.0,13382999.0,0.0
18253906,33000000.0,0.0,0.0,1.9608324569962256e16
18253908,0.0,4.184415845028506e16,70000000.0,0.0
18253924,99933243.0,0.0,0.0,5.937951479903613e16
18253939,1000000.0,0.0,0.0,594189694939911.0
18253957,2020831255.0,0.0,0.0,1.200671644139524e18
18253963,0.0,5717871392004446.0,9566682.0,0.0
18253969,18980566.0,0.0,0.0,1.1276449446955168e16
18253970,0.0,2e16,33462383.0,0.0
18253978,2000000000.0,0.0,0.0,1.188128394773566e18
18253988,0.0,2.84e16,47523149.0,0.0
18253992,0.0,1e17,167333763.0,0.0
18254014,0.0,2500000000000000.0,4183318.0,0.0
18254034,250000000.0,0.0,0.0,1.4850655580875504e17
18254036,603927437.0,0.0,0.0,3.587379418109047e17
18254039,4852135.0,0.0,0.0,2882146770479792.0
18254042,500000000.0,0.0,0.0,2.969925149059369e17
18254043,78397160.0,0.0,0.0,4.6565788908005416e16
18254062,0.0,2.8e17,468571349.0,0.0
18254063,0.0,600000000000000.0,1004064.0,0.0
18254067,875000000.0,0.0,0.0,5.197261051219923e17
18254070,15537562.0,0.0,0.0,9228597383586640.0
18254076,110194303.0,0.0,0.0,6.54500592945688e16
18254078,35071578.0,0.0,0.0,2.0830705704644024e16
18254080,0.0,3e17,502060130.0,0.0
18254097,0.0,4.5515816554410424e16,76170697.0,0.0
18254098,7270872907.0,0.0,0.0,4.3175891850835927e18
18254103,0.0,1.7376570207310982e17,290942133.0,0.0
18254111,0.0,1982500000000000.0,3319336.0,0.0
18254116,0.0,2.065659081646007e16,34585662.0,0.0
18254122,0.0,1.78425e16,29873917.0,0.0
18254126,74575500.0,0.0,0.0,4.427405953561668e16
18254127,0.0,1e16,16743183.0,0.0
18254136,200000000.0,0.0,0.0,1.1873519803489934e17
18254142,0.0,3.125983354928533e16,52339522.0,0.0
18254148,200000000.0,0.0,0.0,1.1873396356952368e17
18254148,160451673.0,0.0,0.0,9.525410523741146e16
18254152,0.0,6.002475593439942e16,100503731.0,0.0
18254153,200000000.0,0.0,0.0,1.187317906202707e17
18254157,0.0,2.9984582572883604e16,50205766.0,0.0
18254166,200000000.0,0.0,0.0,1.1873053829766792e17
18254175,200000000.0,0.0,0.0,1.1872886458346773e17
18254182,113865200.0,0.0,0.0,6.759468156640407e16
18254192,0.0,1500000000000000.0,2511665.0,0.0
18254192,0.0,1.3569038021586666e17,227204039.0,0.0
18254198,23496820.0,0.0,0.0,1.3948758381705402e16
18254200,0.0,1.6e16,26790683.0,0.0
18254204,0.0,110000000000000.0,184185.0,0.0
18254205,226000000.0,0.0,0.0,1.341627386794683e17
18254205,0.0,120000000000000.0,200933.0,0.0
18254211,500000000.0,0.0,0.0,2.9681263268020506e17
18254217,0.0,180000000000000.0,301410.0,0.0
18254217,0.0,170000000000000.0,284665.0,0.0
18254223,13704879.0,0.0,0.0,8135415278400604.0
18254228,0.0,110000000000000.0,184195.0,0.0
18254228,0.0,120000000000000.0,200940.0,0.0
18254232,3000000000.0,0.0,0.0,1.78065479713064e18
18254239,0.0,1.1e17,184233108.0,0.0
18254241,0.0,150000000000000.0,251225.0,0.0
18254241,0.0,160000000000000.0,267973.0,0.0
18254243,0.0,2.8363141865578426e17,475027993.0,0.0
18254244,235889000.0,0.0,0.0,1.400028373179212e17
18254255,0.0,110000000000000.0,184228.0,0.0
18254255,0.0,100000000000000.0,167480.0,0.0
18254265,0.0,100000000000000.0,167480.0,0.0
18254267,0.0,100000000000000.0,167480.0,0.0
18254272,1000000.0,0.0,0.0,593506580228234.0
18254272,0.0,1.0112762587480141e18,1693591430.0,0.0
18254273,0.0,1.5892e16,26612823.0,0.0
18254280,0.0,995000000000000.0,1666230.0,0.0
18254280,0.0,3.7990820351033304e16,63619408.0,0.0
18254284,100000000.0,0.0,0.0,5.93579385632492e16
18254292,0.0,597154866471358.0,1000000.0,0.0
18254301,0.0,7.939355888904922e16,132952418.0,0.0
18254319,0.0,3000000000000000.0,5023774.0,0.0
18254328,0.0,1210000000000000.0,2026255.0,0.0
18254334,0.0,889900000000000.0,1490218.0,0.0
18254335,1000000.0,0.0,0.0,593583249038113.0
18254348,1000000.0,0.0,0.0,593583207202176.0
18254362,2000000.0,0.0,0.0,1187166288959406.0
18254362,16662236.0,0.0,0.0,9890415942087266.0
18254364,101887661.0,0.0,0.0,6.0478506083317976e16
18254372,0.0,1e16,16746041.0,0.0
18254373,39764777.0,0.0,0.0,2.360349740315562e16
18254379,57629158.0,0.0,0.0,3.4207283845695504e16
18254381,1000000.0,0.0,0.0,593574750267038.0
18254390,0.0,7000000000000000.0,11722298.0,0.0
18254393,0.0,2e16,33492227.0,0.0
18254396,0.0,9912500000000.0,16599.0,0.0
18254413,0.0,1.3902e16,23280400.0,0.0
18254416,0.0,1.8656841815419216e17,312425267.0,0.0
18254416,44728139.0,0.0,0.0,2.6550166182863908e16
18254419,0.0,8.5e16,142338154.0,0.0
18254420,0.0,1.433215156458177e16,24000000.0,0.0
18254424,0.0,2.42e17,405236574.0,0.0
18254426,0.0,3.858868097961277e17,646155534.0,0.0
18254436,0.0,5.000003213444034e16,83721345.0,0.0
18254437,0.0,3.680369883106935e17,616235412.0,0.0
18254443,0.0,2.4e17,401837803.0,0.0
18254444,1262390946.0,0.0,0.0,7.494307754426202e17
18254445,0.0,1.4e16,23442271.0,0.0
18254447,5295564.0,0.0,0.0,3143628096346227.0
18254449,247206069.0,0.0,0.0,1.4674868225759552e17
18254450,29982000.0,0.0,0.0,1.779800948711576e16
18254451,0.0,1.407575e16,23569541.0,0.0
18254456,0.0,4000000000000000.0,6697906.0,0.0
18254456,0.0,168550466822209.0,282233.0,0.0
18254471,43766772.0,0.0,0.0,2.59809579629493e16
18254474,49810000.0,0.0,0.0,2.9568258972293228e16
18254475,0.0,3.2449978503953016e16,54336974.0,0.0
18254489,0.0,8.029125e16,134445527.0,0.0
18254503,0.0,4.5e17,753489208.0,0.0
18254504,0.0,6.197033310449451e16,103761246.0,0.0
18254507,0.0,1.41058382650913e18,2361633225.0,0.0
18254508,0.0,3.1535079467802e18,5278253522.0,0.0
18254515,0.0,2.3459672186863668e16,39258751.0,0.0
18254516,30764297.0,0.0,0.0,1.8273548789958824e16
18254524,0.0,130000000000000.0,217549.0,0.0
18254524,0.0,100000000000000.0,167345.0,0.0
18254526,0.0,1e16,16734572.0,0.0
18254530,0.0,1000000000000000.0,1673456.0,0.0
18254531,70021715.0,0.0,0.0,4.159179656959541e16
18254536,0.0,170000000000000.0,284488.0,0.0
18254536,0.0,160000000000000.0,267754.0,0.0
18254539,0.0,6000000000000000.0,10040781.0,0.0
18254540,0.0,5.699450049713755e16,95377869.0,0.0
18254545,143880210.0,0.0,0.0,8.54625764190079e16
18254547,0.0,3.220195092303171e17,538879330.0,0.0
18254547,0.0,1.4342027642702572e16,24000000.0,0.0
18254547,200000000.0,0.0,0.0,1.1880013591386397e17
18254548,0.0,100000000000000.0,167342.0,0.0
18254549,0.0,110000000000000.0,184076.0,0.0
18254556,0.0,1.6033534151033032e16,26830902.0,0.0
18254560,28660886.0,0.0,0.0,1.702448109946674e16
18254562,45893668.0,0.0,0.0,2.726063076669209e16
18254564,0.0,160000000000000.0,267749.0,0.0
18254564,0.0,170000000000000.0,284483.0,0.0
18254570,50000000.0,0.0,0.0,2.9699674128737936e16
18254570,0.0,1.0666187837394468e16,17849183.0,0.0
18254573,240470733.0,0.0,0.0,1.4283676727131134e17
18254574,0.0,120000000000000.0,200815.0,0.0
18254574,0.0,130000000000000.0,217550.0,0.0
18254575,26830902.0,0.0,0.0,1.593708811936993e16
18254581,33718070.0,0.0,0.0,2.0027903124786144e16
18254586,0.0,180000000000000.0,301224.0,0.0
18254586,0.0,170000000000000.0,284489.0,0.0
18254588,1000000000.0,0.0,0.0,5.939597129053505e17
18254592,500000000.0,0.0,0.0,2.969641457517392e17
18254593,122875025.0,0.0,0.0,7.297734986239843e16
18254593,500000000.0,0.0,0.0,2.969511055493581e17
18254597,0.0,160000000000000.0,267795.0,0.0
18254598,0.0,190000000000000.0,318006.0,0.0
18254601,0.0,1.0847048708986612e16,18154919.0,0.0
18254605,0.0,1.607071506421084e17,268976006.0,0.0
18254608,0.0,100000000000000.0,167368.0,0.0
18254608,0.0,120000000000000.0,200842.0,0.0
18254610,0.0,1953410670078012.0,3269397.0,0.0
18254610,0.0,1.6768775096542922e16,28065643.0,0.0
18254615,500000000.0,0.0,0.0,2.969473452972351e17
18254615,0.0,1.7195844842580973e17,287811169.0,0.0
18254621,16888735.0,0.0,0.0,1.0030151167998242e16
18254628,0.0,6572228214010831.0,11000000.0,0.0
18254631,0.0,1.1919804364963774e17,199501400.0,0.0
18254632,2500000000.0,0.0,0.0,1.4846304326678415e18
18254639,15000000.0,0.0,0.0,8906991793328189.0
18254646,0.0,5.524437603888604e17,924750658.0,0.0
18254650,0.0,1.4955e17,250325410.0,0.0
18254656,150000000.0,0.0,0.0,8.90768012506178e16
18254664,0.0,2.814722978380275e17,471137526.0,0.0
18254672,50000000.0,0.0,0.0,2.9693046766564924e16
18254694,9520000.0,0.0,0.0,5653544231188582.0
18254700,0.0,2.190035371691698e17,366565954.0,0.0
18254701,0.0,3000000000000000.0,5021304.0,0.0
18254706,120740049.0,0.0,0.0,7.1704203024976856e16
18254714,0.0,597449377450545.0,1000000.0,0.0
18254730,0.0,1e16,16737809.0,0.0
18254751,125000000.0,0.0,0.0,7.423352117688237e16
18254753,711437195.0,0.0,0.0,4.2248746145031936e17
18254753,0.0,2.692384028532213e18,4506007242.0,0.0
18254759,920035119.0,0.0,0.0,5.465061728494916e17
18254763,0.0,3202086083603519.0,5358542.0,0.0
18254770,0.0,130000000000000.0,217548.0,0.0
18254770,0.0,120000000000000.0,200814.0,0.0
18254778,0.0,5.011054672272764e17,838551737.0,0.0
18254788,7680515288.0,0.0,0.0,4.561161508055407e18
18254806,0.0,180000000000000.0,301366.0,0.0
18254806,0.0,150000000000000.0,251139.0,0.0
18254810,0.0,2.802825702616338e16,46926518.0,0.0
18254826,0.0,100000000000000.0,167425.0,0.0
18254826,0.0,110000000000000.0,184168.0,0.0
18254826,1000000000.0,0.0,0.0,5.936815155245791e17
18254837,1059000000.0,0.0,0.0,6.286631069421018e17
18254839,790000596.0,0.0,0.0,4.689441560745032e17
