project,version,block_minute,block_time,token_pair,project_contract_address,token_bought_amount,token_sold_amount,amount_usd,tx_hash,gas_price
camelot,1,2023-10-17 23:59:00.000 UTC,2023-10-17 23:59:27.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.15049487209114887,236.490492,235.69152413066914,0x2acea908f1876047060989264e64b2da74e42df27f99fae3c328ae255a965fd0,1e+08
camelot,1,2023-10-17 23:59:00.000 UTC,2023-10-17 23:59:18.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.15309772756345805,240.417094,239.76788211440726,0x43b2517e7b824711efeb59b371f857b9174387519e5a1b5b4dc5bbc56ebc7125,1e+08
camelot,1,2023-10-17 23:59:00.000 UTC,2023-10-17 23:59:56.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,3.125022,0.002,3.125931381402,0x3fb9304015aa6058009463f73623024e2e851906b7fe31d0565055fca24d52c3,1e+08
camelot,1,2023-10-17 23:59:00.000 UTC,2023-10-17 23:59:47.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,3.12505,0.002,3.12595938955,0xdee8c623b9016c93f1577b8c3e8d19001a602cb1283064e0ad5efa7e91b283e7,1e+08
camelot,1,2023-10-12 21:59:00.000 UTC,2023-10-12 21:59:28.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.20504153577701129,315.521131,315.0073618295802,0x7abc705189b2b436518185ad109b4faf83c2dfdf9aa6c4283817cac30e6685dc,1e+08
camelot,1,2023-10-12 22:00:00.000 UTC,2023-10-12 22:00:08.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.001356,8.86691206056e-07,0.0013563945960000001,0x286facaf46cd2d77e9a548a1602f85b56fe9afeee75dc8be1366830d9e0ce3cd,1e+08
camelot,1,2023-10-24 13:13:00.000 UTC,2023-10-24 13:13:41.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,12.43455,0.00682221276106689,12.4324112574,0x5a91d13e77c2e683475a9b2d423a4c72abe4a856d8d76e66d555e727cca1662b,1e+08
camelot,1,2023-10-24 06:48:00.000 UTC,2023-10-24 06:48:48.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,8.107378,0.0044865,8.10668887287,0x30004be4a3c603a9cd3c58a10cb0e5c1e2e4a00f7c9138bfb43e36479fb84e62,1e+08
camelot,1,2023-10-10 08:41:00.000 UTC,2023-10-10 08:41:33.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,15.856306,0.01,15.865788070988001,0xd107ae4559531763c5b6267c0b3b18fe6cff9d9da63c31a5ca3969778ded2252,1e+08
camelot,1,2023-10-19 10:07:00.000 UTC,2023-10-19 10:07:43.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,6.807124,0.00440313607641531,6.810486719256,0x11f7596ded0f83e1d0e0ff0bf7c21d027ccee840cbc61bebd3b9cd88851c749b,1e+08
camelot,1,2023-10-19 10:08:00.000 UTC,2023-10-19 10:08:45.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,3.21486634046e-07,0.0005,0.0004979570772065304,0x6ab08142dbdc92d9f3f3f72a96d4f79f7322b3610557bc322e726b81831bf5df,1e+08
camelot,1,2023-10-19 10:10:00.000 UTC,2023-10-19 10:10:35.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.108522,7.0197606964003e-05,0.108548262324,0xc4a4e24730ad66eb63449913389639497060fa99059244acae61756a0e6c7f27,1e+08
camelot,1,2023-10-31 17:56:00.000 UTC,2023-10-31 17:56:37.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,96.79368,0.05399963020804136,96.83365578984,0xa4ed0c964d9abcdbb317cf30a5a483ce0f46ba46ebbde080bf00b634dbb2da8f,1e+08
camelot,1,2023-10-31 17:57:00.000 UTC,2023-10-31 17:57:06.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.006267024508477164,11.3,11.29292748329551,0xf29334c9264b0a4ad89bf3e31e05c64b3dabbb4e2209005b0cf73a962d32bef3,1e+08
camelot,1,2023-10-31 17:57:00.000 UTC,2023-10-31 17:57:48.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.00221837129979313,4,3.9974163473752284,0xa51a2e1fd42a8f4f693fcb8e871138af8ef0b959dcad9bd5f95fb8f29474dc89,1e+08
camelot,1,2023-10-31 17:58:00.000 UTC,2023-10-31 17:58:20.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.005173533787916899,9.328689,9.322500944474736,0x66f4bf894d1fa4505604846561f2d847780b0ebeaa6e9247d16721f431457844,1e+08
camelot,1,2023-10-31 17:58:00.000 UTC,2023-10-31 17:58:54.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.002218293903420452,4,3.9972768822075175,0x88735e4bf187ae358b2198e60bc1405ed6a3a3f0375fad62e1dd6bdd65ef7824,1e+08
camelot,1,2023-10-31 17:59:00.000 UTC,2023-10-31 17:59:35.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.006599287134362838,11.9,11.89165144463646,0x300db92e612381f1329618570acec5074f3599c98257329d6f536b89598c3928,1e+08
camelot,1,2023-10-24 13:17:00.000 UTC,2023-10-24 13:17:32.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,18.653154,0.010234490301287893,18.64671866187,0x98da3dada8857b3b1355ddbd4dd7687fa53756df89c95fa25c54da52898157a0,1e+08
